6.141082817834586649e-01,9.258340205347737051e-01,5.251298900258428992e-02,9.267770435670155127e-01,-4.338045056892226303e-01,3.185825118040830350e-03,-5.401969942181562567e-01,-2.072096745366029058e+00,6.814364657821364579e-01,-1.109527107936205681e-01
4.681334963687704964e-01,8.118344583391823299e-01,-2.871807465593456676e-03,8.997106828723773209e-01,4.220715152310905438e-02,-1.401769399273460059e-01,-2.853942261146918957e-01,-1.383411972879267093e+00,8.788533266658480336e-01,4.144983896367838705e-01
-1.002441364332472773e+00,-1.354400649235466325e+00,-7.629646705316018851e-01,-1.555443599236048691e+00,2.778546152697158877e-02,-6.939051486379889111e-01,2.755979695498294024e-01,1.409458662590467037e+00,-9.711876112623538670e-01,-2.488104734074187974e-01
-8.563820842338206729e-01,-9.253803512767820871e-01,-7.151063137194600960e-01,-1.014703769582324000e+00,4.550663317680837816e-02,-3.274318137510741078e-01,9.493489755603075064e-01,2.002705079939994359e+00,-2.650672104871737988e-01,-2.324977450635010157e-01
1.094165581869504855e+00,1.109918838996073909e+00,1.401813378462944681e-01,9.689827982022435338e-01,-3.788166322760225802e-01,3.025347702020761975e-01,-8.620884584827694930e-01,-1.157388345212117864e+00,5.701213481808630190e-01,-3.498630214596462618e-01
1.681384243155114588e-01,-2.782550823847606547e-01,-4.840703336308276872e-01,5.716663783309646751e-01,-6.311942999508807217e-01,-5.195537995440695500e-01,-5.893856789140587971e-01,-4.861937641087061834e-01,2.371857925742182904e-01,2.225024371017260694e-01
-1.055362882962780580e+00,-6.717168915347714320e-01,-1.007452810687192862e-01,-1.394483022503418379e+00,2.099955738011337336e-02,-3.313060284422295609e-01,9.489731586459432267e-01,1.769723004818537726e+00,-9.132574107368562899e-01,-8.629615350510594363e-01
9.489962969400296544e-02,5.959081364495916189e-02,-2.991386518614382872e-01,4.428664198403461372e-01,1.556221642395102245e-01,-1.776714054428970568e-01,-1.013555508671025507e+00,-4.421249951123926714e-01,8.929007186093548820e-02,-2.493027622347987471e-03
-4.131973508416126872e-01,-6.738706628775623653e-01,3.317565425620708219e-02,-4.049129487235936797e-01,-1.079271504413296667e-01,-3.891129824169091700e-01,5.281424677489248154e-01,7.816020660998104219e-01,-6.049960593439878132e-01,-5.520332040893586312e-01
-4.727096344465134270e-02,1.812978668038020547e-01,1.550888290349877185e-01,3.822152641289926489e-01,1.231203582420537096e-01,-2.096301502446981657e-01,-4.474795849728589459e-01,-4.610456767547095325e-01,-7.217954393336252494e-02,1.149877854086386875e-02
-9.109631705851400918e-01,-1.158236290905924060e+00,-7.719011658817598320e-02,-1.490831375237090084e+00,-3.662787793091200061e-01,-5.498597801188458423e-01,4.076734545734638782e-01,4.061912013470285743e-01,-8.964110767997116591e-01,-9.763906346988483476e-01
-1.568323987436095746e-01,-3.972739636427499166e-01,-3.587318769208863722e-01,-8.980508498999937306e-01,3.446628056105666138e-01,-6.674345831939780815e-01,5.785033233356920990e-01,9.721620217811755005e-01,-5.937386322704623076e-01,-1.197861646217968229e-01
-7.211225662392335423e-01,-6.487262377111409073e-01,-3.743209327281490917e-02,-4.679605651816313161e-01,-2.911234570307295044e-01,-1.218075060364891826e-01,6.346402838853331119e-01,1.425977222005047063e+00,-6.558616827973554608e-01,-7.216386044526192922e-01
5.145257268031013798e-01,3.896390058985358396e-01,-5.100099953076533410e-01,6.077214226074845183e-01,-1.760159990110511385e-01,-1.649717583548580280e-01,-8.461745267350452571e-02,-2.176817000422664183e-01,-3.074286459133001581e-01,7.732966396390757169e-02
9.076741480630923231e-01,4.061605642531371796e-01,-4.504126816107250630e-01,1.380033757204197853e+00,-6.875606646424498036e-01,5.354494615752580788e-02,-4.020283618734652453e-01,-1.299637119523256779e+00,2.782656336837691646e-01,2.538490358979514916e-01
1.526980273541755029e+00,1.279075382268492600e+00,-3.921171445068408756e-01,1.930850218652673256e+00,-1.086089411936623783e+00,-1.538586725539740352e-01,-1.366951903235229748e+00,-2.267945319472350008e+00,6.926495980571862887e-01,1.485196140085748573e-01
-5.093533917087605944e-01,1.889693557333990692e-02,6.444197288760045161e-02,-3.489331200176468140e-01,-7.049576769595216064e-01,-4.664407723575577647e-01,-4.307490107518876510e-01,-3.549144101261961226e-02,-4.217460123507807968e-01,-4.509189898785762596e-01
-3.978602184054713109e-01,1.743737806144811109e-01,-3.691494515690191824e-01,-4.532571861223855247e-01,1.402366406584195646e-01,3.566391016349619858e-01,-4.457785962345623965e-01,-9.745375066725714408e-01,-1.354062708118412561e-01,7.103700783124053397e-02
-2.636287824699267146e-01,-3.130750352137958714e-01,2.971184876114132956e-02,3.197912931240918244e-01,-1.760911085247124086e-01,1.564781425286189409e-01,3.528032169969156362e-01,8.910788344769385860e-01,-4.217232668815300567e-01,7.733548588210127639e-02
-6.604097113050100276e-01,-1.482196752330438294e-01,-6.940822117230267541e-01,-6.755782136452002096e-01,8.262166933372795674e-02,-4.116623120174225381e-01,4.343670717668270120e-02,9.482523043342750979e-01,-1.288687654402707883e-02,1.330117220441796033e-01
